"","project","language","article","access","agent","granularity","date","views"
"375","wikipedia","en","Facebook","mobile-web","user","daily",2016-11-09,14569
"376","wikipedia","en","Facebook","mobile-web","user","daily",2016-11-10,14562
"377","wikipedia","en","Facebook","mobile-web","user","daily",2016-11-11,15943
"378","wikipedia","en","Facebook","mobile-web","user","daily",2016-11-12,16092
"379","wikipedia","en","Facebook","mobile-web","user","daily",2016-11-13,15875
"380","wikipedia","en","Facebook","mobile-web","user","daily",2016-11-14,15124
"381","wikipedia","en","Facebook","mobile-web","user","daily",2016-11-15,14485
"382","wikipedia","en","Facebook","mobile-web","user","daily",2016-11-16,15172
"383","wikipedia","en","Facebook","mobile-web","user","daily",2016-11-17,14782
"384","wikipedia","en","Facebook","mobile-web","user","daily",2016-11-18,13686
"385","wikipedia","en","Facebook","mobile-web","user","daily",2016-11-19,14535
"386","wikipedia","en","Facebook","mobile-web","user","daily",2016-11-20,15480
"387","wikipedia","en","Facebook","mobile-web","user","daily",2016-11-21,14625
"388","wikipedia","en","Facebook","mobile-web","user","daily",2016-11-22,14562
"389","wikipedia","en","Facebook","mobile-web","user","daily",2016-11-23,15731
"390","wikipedia","en","Facebook","mobile-web","user","daily",2016-11-24,14421
"391","wikipedia","en","Facebook","mobile-web","user","daily",2016-11-25,15980
"392","wikipedia","en","Facebook","mobile-web","user","daily",2016-11-26,17375
"393","wikipedia","en","Facebook","mobile-web","user","daily",2016-11-27,16343
"394","wikipedia","en","Facebook","mobile-web","user","daily",2016-11-28,17704
"395","wikipedia","en","Facebook","mobile-web","user","daily",2016-11-29,18442
"396","wikipedia","en","Facebook","mobile-web","user","daily",2016-11-30,50725
"397","wikipedia","en","Facebook","mobile-web","user","daily",2016-12-01,57656
"398","wikipedia","en","Facebook","mobile-web","user","daily",2016-12-02,25245
"399","wikipedia","en","Facebook","mobile-web","user","daily",2016-12-03,40196
"400","wikipedia","en","Facebook","mobile-web","user","daily",2016-12-04,25679
"401","wikipedia","en","Facebook","mobile-web","user","daily",2016-12-05,24912
"402","wikipedia","en","Facebook","mobile-web","user","daily",2016-12-06,34872
"403","wikipedia","en","Facebook","mobile-web","user","daily",2016-12-07,44854
"404","wikipedia","en","Facebook","mobile-web","user","daily",2016-12-08,57719
"405","wikipedia","en","Facebook","mobile-web","user","daily",2016-12-09,36416
"406","wikipedia","en","Facebook","mobile-web","user","daily",2016-12-10,26213
"407","wikipedia","en","Facebook","mobile-web","user","daily",2016-12-11,40341
"408","wikipedia","en","Facebook","mobile-web","user","daily",2016-12-12,54346
"409","wikipedia","en","Facebook","mobile-web","user","daily",2016-12-13,45965
"410","wikipedia","en","Facebook","mobile-web","user","daily",2016-12-14,30151
"411","wikipedia","en","Facebook","mobile-web","user","daily",2016-12-15,18277
"412","wikipedia","en","Facebook","mobile-web","user","daily",2016-12-16,28758
"413","wikipedia","en","Facebook","mobile-web","user","daily",2016-12-17,18259
"414","wikipedia","en","Facebook","mobile-web","user","daily",2016-12-18,18314
"415","wikipedia","en","Facebook","mobile-web","user","daily",2016-12-19,22562
"416","wikipedia","en","Facebook","mobile-web","user","daily",2016-12-20,24069
"417","wikipedia","en","Facebook","mobile-web","user","daily",2016-12-21,21414
"418","wikipedia","en","Facebook","mobile-web","user","daily",2016-12-22,23083
"419","wikipedia","en","Facebook","mobile-web","user","daily",2016-12-23,18604
"420","wikipedia","en","Facebook","mobile-web","user","daily",2016-12-24,17958
"421","wikipedia","en","Facebook","mobile-web","user","daily",2016-12-25,19105
"422","wikipedia","en","Facebook","mobile-web","user","daily",2016-12-26,20832
"423","wikipedia","en","Facebook","mobile-web","user","daily",2016-12-27,21102
"424","wikipedia","en","Facebook","mobile-web","user","daily",2016-12-28,20255
"425","wikipedia","en","Facebook","mobile-web","user","daily",2016-12-29,22025
"426","wikipedia","en","Facebook","mobile-web","user","daily",2016-12-30,23726
"427","wikipedia","en","Facebook","mobile-web","user","daily",2016-12-31,19372
"428","wikipedia","en","Facebook","mobile-web","user","daily",2017-01-01,20513
"429","wikipedia","en","Facebook","mobile-web","user","daily",2017-01-02,20590
"430","wikipedia","en","Facebook","mobile-web","user","daily",2017-01-03,21597
"431","wikipedia","en","Facebook","mobile-web","user","daily",2017-01-04,19516
"432","wikipedia","en","Facebook","mobile-web","user","daily",2017-01-05,21479
"433","wikipedia","en","Facebook","mobile-web","user","daily",2017-01-06,22260
"434","wikipedia","en","Facebook","mobile-web","user","daily",2017-01-07,23449
"435","wikipedia","en","Facebook","mobile-web","user","daily",2017-01-08,22839
"436","wikipedia","en","Facebook","mobile-web","user","daily",2017-01-09,20883
"437","wikipedia","en","Facebook","mobile-web","user","daily",2017-01-10,20205
"438","wikipedia","en","Facebook","mobile-web","user","daily",2017-01-11,19548
"439","wikipedia","en","Facebook","mobile-web","user","daily",2017-01-12,18354
"440","wikipedia","en","Facebook","mobile-web","user","daily",2017-01-13,17422
"441","wikipedia","en","Facebook","mobile-web","user","daily",2017-01-14,21758
"442","wikipedia","en","Facebook","mobile-web","user","daily",2017-01-15,18541
"443","wikipedia","en","Facebook","mobile-web","user","daily",2017-01-16,19956
"444","wikipedia","en","Facebook","mobile-web","user","daily",2017-01-17,25335
"445","wikipedia","en","Facebook","mobile-web","user","daily",2017-01-18,20746
"446","wikipedia","en","Facebook","mobile-web","user","daily",2017-01-19,18365
"447","wikipedia","en","Facebook","mobile-web","user","daily",2017-01-20,19233
"448","wikipedia","en","Facebook","mobile-web","user","daily",2017-01-21,19495
"449","wikipedia","en","Facebook","mobile-web","user","daily",2017-01-22,21009
"450","wikipedia","en","Facebook","mobile-web","user","daily",2017-01-23,23766
"451","wikipedia","en","Facebook","mobile-web","user","daily",2017-01-24,18932
"452","wikipedia","en","Facebook","mobile-web","user","daily",2017-01-25,18714
"453","wikipedia","en","Facebook","mobile-web","user","daily",2017-01-26,17759
"454","wikipedia","en","Facebook","mobile-web","user","daily",2017-01-27,19767
"455","wikipedia","en","Facebook","mobile-web","user","daily",2017-01-28,20088
"456","wikipedia","en","Facebook","mobile-web","user","daily",2017-01-29,22290
"457","wikipedia","en","Facebook","mobile-web","user","daily",2017-01-30,22955
"458","wikipedia","en","Facebook","mobile-web","user","daily",2017-01-31,18417
"459","wikipedia","en","Facebook","mobile-web","user","daily",2017-02-01,20749
"460","wikipedia","en","Facebook","mobile-web","user","daily",2017-02-02,23135
"461","wikipedia","en","Facebook","mobile-web","user","daily",2017-02-03,19191
"462","wikipedia","en","Facebook","mobile-web","user","daily",2017-02-04,30915
"463","wikipedia","en","Facebook","mobile-web","user","daily",2017-02-05,49885
"464","wikipedia","en","Facebook","mobile-web","user","daily",2017-02-06,16999
"465","wikipedia","en","Facebook","mobile-web","user","daily",2017-02-07,16768
"466","wikipedia","en","Facebook","mobile-web","user","daily",2017-02-08,16715
"467","wikipedia","en","Facebook","mobile-web","user","daily",2017-02-09,21543
"468","wikipedia","en","Facebook","mobile-web","user","daily",2017-02-10,19244
"469","wikipedia","en","Facebook","mobile-web","user","daily",2017-02-11,19810
"470","wikipedia","en","Facebook","mobile-web","user","daily",2017-02-12,20248
"471","wikipedia","en","Facebook","mobile-web","user","daily",2017-02-13,19504
"472","wikipedia","en","Facebook","mobile-web","user","daily",2017-02-14,19548
"473","wikipedia","en","Facebook","mobile-web","user","daily",2017-02-15,21976
"474","wikipedia","en","Facebook","mobile-web","user","daily",2017-02-16,24081
"475","wikipedia","en","Facebook","mobile-web","user","daily",2017-02-17,20164
"476","wikipedia","en","Facebook","mobile-web","user","daily",2017-02-18,19523
"477","wikipedia","en","Facebook","mobile-web","user","daily",2017-02-19,18972
"478","wikipedia","en","Facebook","mobile-web","user","daily",2017-02-20,19525
"479","wikipedia","en","Facebook","mobile-web","user","daily",2017-02-21,23433
"480","wikipedia","en","Facebook","mobile-web","user","daily",2017-02-22,20567
"481","wikipedia","en","Facebook","mobile-web","user","daily",2017-02-23,18086
"482","wikipedia","en","Facebook","mobile-web","user","daily",2017-02-24,22393
"483","wikipedia","en","Facebook","mobile-web","user","daily",2017-02-25,22604
"484","wikipedia","en","Facebook","mobile-web","user","daily",2017-02-26,21754
"485","wikipedia","en","Facebook","mobile-web","user","daily",2017-02-27,30879
"486","wikipedia","en","Facebook","mobile-web","user","daily",2017-02-28,23162
"487","wikipedia","en","Facebook","mobile-web","user","daily",2017-03-01,22896
"488","wikipedia","en","Facebook","mobile-web","user","daily",2017-03-02,38858
"489","wikipedia","en","Facebook","mobile-web","user","daily",2017-03-03,20434
"490","wikipedia","en","Facebook","mobile-web","user","daily",2017-03-04,19866
"491","wikipedia","en","Facebook","mobile-web","user","daily",2017-03-05,19916
"492","wikipedia","en","Facebook","mobile-web","user","daily",2017-03-06,23095
"493","wikipedia","en","Facebook","mobile-web","user","daily",2017-03-07,20120
"494","wikipedia","en","Facebook","mobile-web","user","daily",2017-03-08,29185
"495","wikipedia","en","Facebook","mobile-web","user","daily",2017-03-09,17988
"496","wikipedia","en","Facebook","mobile-web","user","daily",2017-03-10,19544
"497","wikipedia","en","Facebook","mobile-web","user","daily",2017-03-11,18841
"498","wikipedia","en","Facebook","mobile-web","user","daily",2017-03-12,20361
"499","wikipedia","en","Facebook","mobile-web","user","daily",2017-03-13,22928
"500","wikipedia","en","Facebook","mobile-web","user","daily",2017-03-14,16500
"501","wikipedia","en","Facebook","mobile-web","user","daily",2017-03-15,17229
"502","wikipedia","en","Facebook","mobile-web","user","daily",2017-03-16,15149
"503","wikipedia","en","Facebook","mobile-web","user","daily",2017-03-17,21255
"504","wikipedia","en","Facebook","mobile-web","user","daily",2017-03-18,16057
"505","wikipedia","en","Facebook","mobile-web","user","daily",2017-03-19,15688
"506","wikipedia","en","Facebook","mobile-web","user","daily",2017-03-20,15318
"507","wikipedia","en","Facebook","mobile-web","user","daily",2017-03-21,16299
"508","wikipedia","en","Facebook","mobile-web","user","daily",2017-03-22,17754
"509","wikipedia","en","Facebook","mobile-web","user","daily",2017-03-23,15640
"510","wikipedia","en","Facebook","mobile-web","user","daily",2017-03-24,14966
"511","wikipedia","en","Facebook","mobile-web","user","daily",2017-03-25,16043
"512","wikipedia","en","Facebook","mobile-web","user","daily",2017-03-26,16079
"513","wikipedia","en","Facebook","mobile-web","user","daily",2017-03-27,15277
"514","wikipedia","en","Facebook","mobile-web","user","daily",2017-03-28,32652
"515","wikipedia","en","Facebook","mobile-web","user","daily",2017-03-29,24975
"516","wikipedia","en","Facebook","mobile-web","user","daily",2017-03-30,18263
"517","wikipedia","en","Facebook","mobile-web","user","daily",2017-03-31,20075
"518","wikipedia","en","Facebook","mobile-web","user","daily",2017-04-01,17308
"519","wikipedia","en","Facebook","mobile-web","user","daily",2017-04-02,17476
"520","wikipedia","en","Facebook","mobile-web","user","daily",2017-04-03,16930
"521","wikipedia","en","Facebook","mobile-web","user","daily",2017-04-04,15630
"522","wikipedia","en","Facebook","mobile-web","user","daily",2017-04-05,31636
"523","wikipedia","en","Facebook","mobile-web","user","daily",2017-04-06,15718
"524","wikipedia","en","Facebook","mobile-web","user","daily",2017-04-07,15090
"525","wikipedia","en","Facebook","mobile-web","user","daily",2017-04-08,19631
"526","wikipedia","en","Facebook","mobile-web","user","daily",2017-04-09,20083
"527","wikipedia","en","Facebook","mobile-web","user","daily",2017-04-10,21328
"528","wikipedia","en","Facebook","mobile-web","user","daily",2017-04-11,15166
"529","wikipedia","en","Facebook","mobile-web","user","daily",2017-04-12,15082
"530","wikipedia","en","Facebook","mobile-web","user","daily",2017-04-13,16681
"531","wikipedia","en","Facebook","mobile-web","user","daily",2017-04-14,17253
"532","wikipedia","en","Facebook","mobile-web","user","daily",2017-04-15,15817
"533","wikipedia","en","Facebook","mobile-web","user","daily",2017-04-16,16441
"534","wikipedia","en","Facebook","mobile-web","user","daily",2017-04-17,16391
"535","wikipedia","en","Facebook","mobile-web","user","daily",2017-04-18,15913
"536","wikipedia","en","Facebook","mobile-web","user","daily",2017-04-19,15547
"537","wikipedia","en","Facebook","mobile-web","user","daily",2017-04-20,14301
"538","wikipedia","en","Facebook","mobile-web","user","daily",2017-04-21,15236
"539","wikipedia","en","Facebook","mobile-web","user","daily",2017-04-22,16186
"540","wikipedia","en","Facebook","mobile-web","user","daily",2017-04-23,18051
"541","wikipedia","en","Facebook","mobile-web","user","daily",2017-04-24,15733
"542","wikipedia","en","Facebook","mobile-web","user","daily",2017-04-25,15955
"543","wikipedia","en","Facebook","mobile-web","user","daily",2017-04-26,15555
"544","wikipedia","en","Facebook","mobile-web","user","daily",2017-04-27,14893
"545","wikipedia","en","Facebook","mobile-web","user","daily",2017-04-28,14804
"546","wikipedia","en","Facebook","mobile-web","user","daily",2017-04-29,15817
"547","wikipedia","en","Facebook","mobile-web","user","daily",2017-04-30,17334
"548","wikipedia","en","Facebook","mobile-web","user","daily",2017-05-01,16333
"549","wikipedia","en","Facebook","mobile-web","user","daily",2017-05-02,15882
"550","wikipedia","en","Facebook","mobile-web","user","daily",2017-05-03,17357
"551","wikipedia","en","Facebook","mobile-web","user","daily",2017-05-04,16456
"552","wikipedia","en","Facebook","mobile-web","user","daily",2017-05-05,17240
"553","wikipedia","en","Facebook","mobile-web","user","daily",2017-05-06,18706
"554","wikipedia","en","Facebook","mobile-web","user","daily",2017-05-07,21615
"555","wikipedia","en","Facebook","mobile-web","user","daily",2017-05-08,19573
"556","wikipedia","en","Facebook","mobile-web","user","daily",2017-05-09,17355
"557","wikipedia","en","Facebook","mobile-web","user","daily",2017-05-10,15800
"558","wikipedia","en","Facebook","mobile-web","user","daily",2017-05-11,15959
"559","wikipedia","en","Facebook","mobile-web","user","daily",2017-05-12,16559
"560","wikipedia","en","Facebook","mobile-web","user","daily",2017-05-13,19260
"561","wikipedia","en","Facebook","mobile-web","user","daily",2017-05-14,17047
"562","wikipedia","en","Facebook","mobile-web","user","daily",2017-05-15,16143
"563","wikipedia","en","Facebook","mobile-web","user","daily",2017-05-16,15274
"564","wikipedia","en","Facebook","mobile-web","user","daily",2017-05-17,16014
"565","wikipedia","en","Facebook","mobile-web","user","daily",2017-05-18,15630
"566","wikipedia","en","Facebook","mobile-web","user","daily",2017-05-19,15826
"567","wikipedia","en","Facebook","mobile-web","user","daily",2017-05-20,16684
"568","wikipedia","en","Facebook","mobile-web","user","daily",2017-05-21,16703
"569","wikipedia","en","Facebook","mobile-web","user","daily",2017-05-22,15803
"570","wikipedia","en","Facebook","mobile-web","user","daily",2017-05-23,15869
"571","wikipedia","en","Facebook","mobile-web","user","daily",2017-05-24,16241
"572","wikipedia","en","Facebook","mobile-web","user","daily",2017-05-25,16951
"573","wikipedia","en","Facebook","mobile-web","user","daily",2017-05-26,17380
"574","wikipedia","en","Facebook","mobile-web","user","daily",2017-05-27,17679
"575","wikipedia","en","Facebook","mobile-web","user","daily",2017-05-28,17669
"576","wikipedia","en","Facebook","mobile-web","user","daily",2017-05-29,17879
"577","wikipedia","en","Facebook","mobile-web","user","daily",2017-05-30,15359
"578","wikipedia","en","Facebook","mobile-web","user","daily",2017-05-31,14771
"579","wikipedia","en","Facebook","mobile-web","user","daily",2017-06-01,14423
"580","wikipedia","en","Facebook","mobile-web","user","daily",2017-06-02,14778
"581","wikipedia","en","Facebook","mobile-web","user","daily",2017-06-03,14304
"582","wikipedia","en","Facebook","mobile-web","user","daily",2017-06-04,14366
"583","wikipedia","en","Facebook","mobile-web","user","daily",2017-06-05,13665
"584","wikipedia","en","Facebook","mobile-web","user","daily",2017-06-06,14859
"585","wikipedia","en","Facebook","mobile-web","user","daily",2017-06-07,13439
"586","wikipedia","en","Facebook","mobile-web","user","daily",2017-06-08,12746
"587","wikipedia","en","Facebook","mobile-web","user","daily",2017-06-09,13251
"588","wikipedia","en","Facebook","mobile-web","user","daily",2017-06-10,13530
"589","wikipedia","en","Facebook","mobile-web","user","daily",2017-06-11,14050
"590","wikipedia","en","Facebook","mobile-web","user","daily",2017-06-12,13518
"591","wikipedia","en","Facebook","mobile-web","user","daily",2017-06-13,13045
"592","wikipedia","en","Facebook","mobile-web","user","daily",2017-06-14,13540
"593","wikipedia","en","Facebook","mobile-web","user","daily",2017-06-15,13998
"594","wikipedia","en","Facebook","mobile-web","user","daily",2017-06-16,13977
"595","wikipedia","en","Facebook","mobile-web","user","daily",2017-06-17,13756
"596","wikipedia","en","Facebook","mobile-web","user","daily",2017-06-18,14107
"597","wikipedia","en","Facebook","mobile-web","user","daily",2017-06-19,13319
"598","wikipedia","en","Facebook","mobile-web","user","daily",2017-06-20,13926
"599","wikipedia","en","Facebook","mobile-web","user","daily",2017-06-21,14040
"600","wikipedia","en","Facebook","mobile-web","user","daily",2017-06-22,15327
"601","wikipedia","en","Facebook","mobile-web","user","daily",2017-06-23,13156
"602","wikipedia","en","Facebook","mobile-web","user","daily",2017-06-24,13984
"603","wikipedia","en","Facebook","mobile-web","user","daily",2017-06-25,15544
"604","wikipedia","en","Facebook","mobile-web","user","daily",2017-06-26,14586
"605","wikipedia","en","Facebook","mobile-web","user","daily",2017-06-27,14660
"606","wikipedia","en","Facebook","mobile-web","user","daily",2017-06-28,15475
"607","wikipedia","en","Facebook","mobile-web","user","daily",2017-06-29,15220
"608","wikipedia","en","Facebook","mobile-web","user","daily",2017-06-30,14327
"609","wikipedia","en","Facebook","mobile-web","user","daily",2017-07-01,14238
"610","wikipedia","en","Facebook","mobile-web","user","daily",2017-07-02,14552
"611","wikipedia","en","Facebook","mobile-web","user","daily",2017-07-03,14120
"612","wikipedia","en","Facebook","mobile-web","user","daily",2017-07-04,14319
"613","wikipedia","en","Facebook","mobile-web","user","daily",2017-07-05,13438
"614","wikipedia","en","Facebook","mobile-web","user","daily",2017-07-06,13911
"615","wikipedia","en","Facebook","mobile-web","user","daily",2017-07-07,13128
"616","wikipedia","en","Facebook","mobile-web","user","daily",2017-07-08,13800
"617","wikipedia","en","Facebook","mobile-web","user","daily",2017-07-09,13644
"618","wikipedia","en","Facebook","mobile-web","user","daily",2017-07-10,14067
"619","wikipedia","en","Facebook","mobile-web","user","daily",2017-07-11,13847
"620","wikipedia","en","Facebook","mobile-web","user","daily",2017-07-12,13881
"621","wikipedia","en","Facebook","mobile-web","user","daily",2017-07-13,14087
"622","wikipedia","en","Facebook","mobile-web","user","daily",2017-07-14,13737
"623","wikipedia","en","Facebook","mobile-web","user","daily",2017-07-15,14694
"624","wikipedia","en","Facebook","mobile-web","user","daily",2017-07-16,15576
"625","wikipedia","en","Facebook","mobile-web","user","daily",2017-07-17,14067
"626","wikipedia","en","Facebook","mobile-web","user","daily",2017-07-18,16125
"627","wikipedia","en","Facebook","mobile-web","user","daily",2017-07-19,14627
"628","wikipedia","en","Facebook","mobile-web","user","daily",2017-07-20,14406
"629","wikipedia","en","Facebook","mobile-web","user","daily",2017-07-21,14194
"630","wikipedia","en","Facebook","mobile-web","user","daily",2017-07-22,14933
"631","wikipedia","en","Facebook","mobile-web","user","daily",2017-07-23,15852
"632","wikipedia","en","Facebook","mobile-web","user","daily",2017-07-24,15580
"633","wikipedia","en","Facebook","mobile-web","user","daily",2017-07-25,15617
"634","wikipedia","en","Facebook","mobile-web","user","daily",2017-07-26,16041
"635","wikipedia","en","Facebook","mobile-web","user","daily",2017-07-27,15749
"636","wikipedia","en","Facebook","mobile-web","user","daily",2017-07-28,15390
"637","wikipedia","en","Facebook","mobile-web","user","daily",2017-07-29,14832
"638","wikipedia","en","Facebook","mobile-web","user","daily",2017-07-30,15477
"639","wikipedia","en","Facebook","mobile-web","user","daily",2017-07-31,14848
"640","wikipedia","en","Facebook","mobile-web","user","daily",2017-08-01,15652
"641","wikipedia","en","Facebook","mobile-web","user","daily",2017-08-02,16526
"642","wikipedia","en","Facebook","mobile-web","user","daily",2017-08-03,15387
"643","wikipedia","en","Facebook","mobile-web","user","daily",2017-08-04,14309
"644","wikipedia","en","Facebook","mobile-web","user","daily",2017-08-05,15405
"645","wikipedia","en","Facebook","mobile-web","user","daily",2017-08-06,15343
"646","wikipedia","en","Facebook","mobile-web","user","daily",2017-08-07,14818
"647","wikipedia","en","Facebook","mobile-web","user","daily",2017-08-08,14192
"648","wikipedia","en","Facebook","mobile-web","user","daily",2017-08-09,13834
"649","wikipedia","en","Facebook","mobile-web","user","daily",2017-08-10,14517
"650","wikipedia","en","Facebook","mobile-web","user","daily",2017-08-11,14820
"651","wikipedia","en","Facebook","mobile-web","user","daily",2017-08-12,13371
"652","wikipedia","en","Facebook","mobile-web","user","daily",2017-08-13,14309
"653","wikipedia","en","Facebook","mobile-web","user","daily",2017-08-14,14508
"654","wikipedia","en","Facebook","mobile-web","user","daily",2017-08-15,15390
"655","wikipedia","en","Facebook","mobile-web","user","daily",2017-08-16,14239
"656","wikipedia","en","Facebook","mobile-web","user","daily",2017-08-17,13954
"657","wikipedia","en","Facebook","mobile-web","user","daily",2017-08-18,14128
"658","wikipedia","en","Facebook","mobile-web","user","daily",2017-08-19,13996
"659","wikipedia","en","Facebook","mobile-web","user","daily",2017-08-20,21088
"660","wikipedia","en","Facebook","mobile-web","user","daily",2017-08-21,14169
"661","wikipedia","en","Facebook","mobile-web","user","daily",2017-08-22,14034
"662","wikipedia","en","Facebook","mobile-web","user","daily",2017-08-23,13840
"663","wikipedia","en","Facebook","mobile-web","user","daily",2017-08-24,13265
"664","wikipedia","en","Facebook","mobile-web","user","daily",2017-08-25,13375
"665","wikipedia","en","Facebook","mobile-web","user","daily",2017-08-26,16122
"666","wikipedia","en","Facebook","mobile-web","user","daily",2017-08-27,13565
"667","wikipedia","en","Facebook","mobile-web","user","daily",2017-08-28,13423
"668","wikipedia","en","Facebook","mobile-web","user","daily",2017-08-29,15664
"669","wikipedia","en","Facebook","mobile-web","user","daily",2017-08-30,14743
"670","wikipedia","en","Facebook","mobile-web","user","daily",2017-08-31,13296
"671","wikipedia","en","Facebook","mobile-web","user","daily",2017-09-01,14620
"672","wikipedia","en","Facebook","mobile-web","user","daily",2017-09-02,16173
"673","wikipedia","en","Facebook","mobile-web","user","daily",2017-09-03,14355
"674","wikipedia","en","Facebook","mobile-web","user","daily",2017-09-04,13713
"675","wikipedia","en","Facebook","mobile-web","user","daily",2017-09-05,13211
"676","wikipedia","en","Facebook","mobile-web","user","daily",2017-09-06,12430
"677","wikipedia","en","Facebook","mobile-web","user","daily",2017-09-07,13001
"678","wikipedia","en","Facebook","mobile-web","user","daily",2017-09-08,13447
"679","wikipedia","en","Facebook","mobile-web","user","daily",2017-09-09,13406
"680","wikipedia","en","Facebook","mobile-web","user","daily",2017-09-10,14156
"681","wikipedia","en","Facebook","mobile-web","user","daily",2017-09-11,13452
"682","wikipedia","en","Facebook","mobile-web","user","daily",2017-09-12,13438
"683","wikipedia","en","Facebook","mobile-web","user","daily",2017-09-13,12778
"684","wikipedia","en","Facebook","mobile-web","user","daily",2017-09-14,13300
"685","wikipedia","en","Facebook","mobile-web","user","daily",2017-09-15,14080
"686","wikipedia","en","Facebook","mobile-web","user","daily",2017-09-16,13794
"687","wikipedia","en","Facebook","mobile-web","user","daily",2017-09-17,13394
"688","wikipedia","en","Facebook","mobile-web","user","daily",2017-09-18,12978
"689","wikipedia","en","Facebook","mobile-web","user","daily",2017-09-19,12957
"690","wikipedia","en","Facebook","mobile-web","user","daily",2017-09-20,12640
"691","wikipedia","en","Facebook","mobile-web","user","daily",2017-09-21,13104
"692","wikipedia","en","Facebook","mobile-web","user","daily",2017-09-22,13564
"693","wikipedia","en","Facebook","mobile-web","user","daily",2017-09-23,12610
"694","wikipedia","en","Facebook","mobile-web","user","daily",2017-09-24,14831
"695","wikipedia","en","Facebook","mobile-web","user","daily",2017-09-25,15466
"696","wikipedia","en","Facebook","mobile-web","user","daily",2017-09-26,13978
"697","wikipedia","en","Facebook","mobile-web","user","daily",2017-09-27,12327
"698","wikipedia","en","Facebook","mobile-web","user","daily",2017-09-28,11355
"699","wikipedia","en","Facebook","mobile-web","user","daily",2017-09-29,11292
"700","wikipedia","en","Facebook","mobile-web","user","daily",2017-09-30,11369
"701","wikipedia","en","Facebook","mobile-web","user","daily",2017-10-01,11882
"702","wikipedia","en","Facebook","mobile-web","user","daily",2017-10-02,11591
"703","wikipedia","en","Facebook","mobile-web","user","daily",2017-10-03,12197
"704","wikipedia","en","Facebook","mobile-web","user","daily",2017-10-04,11886
"705","wikipedia","en","Facebook","mobile-web","user","daily",2017-10-05,11990
"706","wikipedia","en","Facebook","mobile-web","user","daily",2017-10-06,12281
"707","wikipedia","en","Facebook","mobile-web","user","daily",2017-10-07,12307
"708","wikipedia","en","Facebook","mobile-web","user","daily",2017-10-08,12945
"709","wikipedia","en","Facebook","mobile-web","user","daily",2017-10-09,12159
"710","wikipedia","en","Facebook","mobile-web","user","daily",2017-10-10,11594
"711","wikipedia","en","Facebook","mobile-web","user","daily",2017-10-11,13272
"712","wikipedia","en","Facebook","mobile-web","user","daily",2017-10-12,13077
"713","wikipedia","en","Facebook","mobile-web","user","daily",2017-10-13,11412
"714","wikipedia","en","Facebook","mobile-web","user","daily",2017-10-14,11337
"715","wikipedia","en","Facebook","mobile-web","user","daily",2017-10-15,12306
"716","wikipedia","en","Facebook","mobile-web","user","daily",2017-10-16,11087
"717","wikipedia","en","Facebook","mobile-web","user","daily",2017-10-17,11772
"718","wikipedia","en","Facebook","mobile-web","user","daily",2017-10-18,10808
"719","wikipedia","en","Facebook","mobile-web","user","daily",2017-10-19,12718
"720","wikipedia","en","Facebook","mobile-web","user","daily",2017-10-20,11674
"721","wikipedia","en","Facebook","mobile-web","user","daily",2017-10-21,11712
"722","wikipedia","en","Facebook","mobile-web","user","daily",2017-10-22,11415
"723","wikipedia","en","Facebook","mobile-web","user","daily",2017-10-23,11398
"724","wikipedia","en","Facebook","mobile-web","user","daily",2017-10-24,11668
"725","wikipedia","en","Facebook","mobile-web","user","daily",2017-10-25,12253
"726","wikipedia","en","Facebook","mobile-web","user","daily",2017-10-26,11976
"727","wikipedia","en","Facebook","mobile-web","user","daily",2017-10-27,11355
"728","wikipedia","en","Facebook","mobile-web","user","daily",2017-10-28,11280
"729","wikipedia","en","Facebook","mobile-web","user","daily",2017-10-29,11632
"730","wikipedia","en","Facebook","mobile-web","user","daily",2017-10-30,11274
"731","wikipedia","en","Facebook","mobile-web","user","daily",2017-10-31,10922
"732","wikipedia","en","Facebook","mobile-web","user","daily",2017-11-01,12048
"733","wikipedia","en","Facebook","mobile-web","user","daily",2017-11-02,11713
"734","wikipedia","en","Facebook","mobile-web","user","daily",2017-11-03,12097
"735","wikipedia","en","Facebook","mobile-web","user","daily",2017-11-04,12485
"736","wikipedia","en","Facebook","mobile-web","user","daily",2017-11-05,12539
"737","wikipedia","en","Facebook","mobile-web","user","daily",2017-11-06,11883
"738","wikipedia","en","Facebook","mobile-web","user","daily",2017-11-07,11221
"739","wikipedia","en","Facebook","mobile-web","user","daily",2017-11-08,12597
"740","wikipedia","en","Facebook","mobile-web","user","daily",2017-11-09,12155
"741","wikipedia","en","Facebook","mobile-web","user","daily",2017-11-10,11842
"742","wikipedia","en","Facebook","mobile-web","user","daily",2017-11-11,11413
"743","wikipedia","en","Facebook","mobile-web","user","daily",2017-11-12,12091
"744","wikipedia","en","Facebook","mobile-web","user","daily",2017-11-13,11108
"745","wikipedia","en","Facebook","mobile-web","user","daily",2017-11-14,11374
"746","wikipedia","en","Facebook","mobile-web","user","daily",2017-11-15,10679
"747","wikipedia","en","Facebook","mobile-web","user","daily",2017-11-16,10905
"748","wikipedia","en","Facebook","mobile-web","user","daily",2017-11-17,10741
"749","wikipedia","en","Facebook","mobile-web","user","daily",2017-11-18,11215
"750","wikipedia","en","Facebook","mobile-web","user","daily",2017-11-19,11489
"751","wikipedia","en","Facebook","mobile-web","user","daily",2017-11-20,11822
