Date,Open,High,Low,Close,Adj Close,Volume
2010-01-01,22.000000,22.192499,20.152500,20.507500,16.928436,348074000
2010-02-01,20.572500,21.940001,20.135000,21.320000,17.599138,398111200
2010-03-01,21.375000,23.407499,21.320000,22.757500,18.899231,471528000
2010-04-01,22.920000,24.297501,22.504999,22.557501,18.733145,330428400
2010-05-01,22.637501,22.817499,17.072500,18.115000,15.043815,1318828000
2010-06-01,18.122499,20.947500,17.504999,17.687500,14.776588,789074800
2010-07-01,17.750000,19.450001,17.527500,18.337500,15.319612,471789600
2010-08-01,17.745001,18.932501,17.002501,17.245001,14.406910,501453600
2010-09-01,17.457500,18.742500,16.225000,18.565001,15.613382,635893200
2010-10-01,18.684999,20.219999,18.145000,19.540001,16.433378,409629600
2010-11-01,19.645000,20.117500,18.230000,18.462500,15.527182,317080800
2010-12-01,18.735001,20.437500,16.625000,17.594999,14.916956,880941200
2011-01-01,17.600000,18.387501,16.877501,17.462500,14.804623,558037200
2011-02-01,17.552500,19.270000,17.552500,18.262501,15.482866,457333200
2011-03-01,18.467501,18.985001,17.612499,18.405001,15.730232,528332000
2011-04-01,18.497499,19.750000,18.315001,19.530001,16.691742,320730000
2011-05-01,19.615000,20.325001,19.150000,20.264999,17.319921,399527600
2011-06-01,20.190001,21.840000,18.277500,21.065001,18.138691,786230000
2011-07-01,21.025000,22.707500,20.900000,21.385000,18.414236,452779200
2011-08-01,21.750000,22.212500,19.027500,21.969999,18.917967,643794800
2011-09-01,21.930000,23.687500,20.812500,21.430000,18.582891,482022400
2011-10-01,21.242500,23.967501,20.427500,23.315001,20.217459,419068000
2011-11-01,22.790001,24.257500,22.195000,24.242500,21.021738,336694000
2011-12-01,23.980000,25.862499,23.762501,25.382500,22.214701,313435600
2012-01-01,25.850000,26.049999,24.582500,25.160000,22.019968,305384400
2012-02-01,25.295000,29.840000,25.150000,29.092501,25.461681,359655600
2012-03-01,29.362499,30.174999,28.385000,29.500000,26.016993,251469200
2012-04-01,29.500000,31.052500,29.120001,30.745001,27.114998,250660400
2012-05-01,30.867500,31.337500,28.125000,28.799999,25.399645,401376000
2012-06-01,28.410000,31.237499,27.985001,30.907499,27.465588,295216800
2012-07-01,31.065001,33.087502,29.775000,32.267502,28.674133,294764000
2012-08-01,32.125000,33.145000,31.452499,32.062500,28.491964,218263200
2012-09-01,32.090000,34.162498,31.737499,33.570000,30.035065,252855600
2012-10-01,33.717499,35.775002,33.717499,34.689999,31.037140,228222400
2012-11-01,35.205002,37.482498,34.632500,37.427502,33.486374,249467200
2012-12-01,37.500000,38.127499,36.525002,37.895000,34.221767,216124800
2013-01-01,38.540001,40.692501,38.482498,39.477501,35.650864,237422800
2013-02-01,39.750000,40.220001,38.535000,39.660000,35.815670,244870000
2013-03-01,39.482498,42.740002,38.919998,42.459999,38.669796,259370400
2013-04-01,42.437500,42.747501,40.317501,42.115002,38.355606,207622800
2013-05-01,41.747501,46.224998,40.900002,44.535000,40.559574,311006400
2013-06-01,44.687500,46.307499,43.919998,45.687500,41.916042,248756800
2013-07-01,45.974998,49.000000,42.747501,44.252499,40.599503,336031200
2013-08-01,45.439999,46.285000,43.052502,43.605000,40.005451,371889200
2013-09-01,44.007500,50.215000,43.762501,47.775002,44.156425,284857200
2013-10-01,47.822498,51.312500,45.027500,49.167500,45.443447,270568400
2013-11-01,49.737499,51.267502,48.750000,50.865002,47.012386,205473600
2013-12-01,51.025002,55.680000,49.857498,55.669998,51.872032,281645600
2014-01-01,55.384998,58.875000,53.777500,53.857498,50.183189,301408000
2014-02-01,54.127499,57.119999,52.845001,56.485001,52.631432,231340800
2014-03-01,55.810001,58.167500,52.630001,53.965000,50.647839,266839600
2014-04-01,54.270000,54.540001,48.709999,50.652500,47.538956,387414000
2014-05-01,51.025002,53.987499,50.750000,53.707500,50.406174,219822800
2014-06-01,53.842499,53.922501,51.827499,52.677502,49.815353,202218800
2014-07-01,52.987499,56.187500,52.752499,52.752499,49.886272,221661200
2014-08-01,52.467499,54.500000,52.052502,53.130001,50.243259,179954800
2014-09-01,53.352501,54.662498,52.279999,53.342499,50.830940,204146800
2014-10-01,53.212502,60.625000,48.797501,60.357498,57.515644,323304000
2014-11-01,60.244999,64.875000,59.750000,64.547501,61.508373,207148400
2014-12-01,64.067497,67.330002,63.087502,65.550003,62.947632,197323300
2015-01-01,65.845001,66.687500,61.292500,63.727501,61.197475,56075900
2015-02-01,64.077499,68.625000,62.424999,67.827499,65.134705,49162900
2015-03-01,69.177498,69.662498,64.752502,65.410004,63.272392,136099900
2015-04-01,65.449997,69.980003,64.349998,66.050003,63.891487,160616100
2015-05-01,65.220001,70.690002,65.150002,68.680000,66.435547,144425000
2015-06-01,69.129997,70.019997,66.690002,67.150002,65.069199,131162700
2015-07-01,67.940002,76.919998,66.529999,75.339996,73.005424,177282000
2015-08-01,75.589996,76.169998,60.000000,71.300003,69.090591,178918400
2015-09-01,69.410004,72.320000,67.029999,69.660004,67.612030,208501300
2015-10-01,70.089996,78.889999,68.360001,77.580002,75.299187,177090000
2015-11-01,75.190002,81.010002,74.529999,79.010002,76.687126,183607700
2015-12-01,79.529999,80.489998,75.519997,77.550003,75.405350,196542500
